"Character name	title	descriptions	attributes	agent_verbs	patient_verbs	tsne_1_weighted_descriptions_embeddings	tsne_2_weighted_descriptions_embeddings	tsne_3_weighted_descriptions_embeddings	labels"
"John Leshing		['rent', 'arrive', 'knock', 'rent', 'tell', 'groundskeeper']	['groundskeeper']	['rent', 'arrive', 'knock', 'rent']	['tell']	-6.6154985	-26.330038	-10.028381	44"
"Dehlia Draycott	['movie star']	['hide', 'write', 'give', 'go', 'kill', 'interest', 'photograph', 'home', 'star', 'home', 'love', 'photograph', 'movie star']	['interest', 'photograph', 'home', 'star', 'home', 'love', 'photograph']	['hide', 'write', 'give', 'go']	['kill']	-4.7310543	-33.461025	-12.189143	35"
"Dashiel Zachary Biedermeyer	['lawyer']	['tell', 'tell', 'offer', 'threaten', 'catch', 'catch', 'leave', 'corner', 'corner', 'leave', 'squeeze', 'kick', 'father', 'one', 'lawyer']	['father', 'one']	['tell', 'tell', 'offer', 'threaten', 'catch', 'catch', 'leave', 'corner', 'corner']	['leave', 'squeeze', 'kick']	39.649555	-1.845112	5.245186	34"
"Clyde Tolson	['lawyer']	['kiss', 'suffer', 'introduce', 'leave', 'apply', 'return', 'begin', 'get', 'go', 'say', 'appeal', 'accuse', 'tell', 'retire', 'outrage', 'lawyer', 'lawyer']	['outrage', 'lawyer']	['kiss', 'suffer', 'introduce', 'leave', 'apply', 'return', 'begin', 'get', 'go', 'say', 'appeal', 'accuse']	['tell', 'retire']	41.158306	-0.4587284	4.6482525	34"
"Owlman		['steal', 'activate', 'plan', 'take', 'begin', 'become', 'admit', 'build', 'use', 'show', 'engage', 'steal', 'outwit', 'counterpart', 'mental', 'crazier', 'superior']	['counterpart', 'mental', 'crazier', 'superior']	['steal', 'activate', 'plan', 'take', 'begin', 'become', 'admit', 'build']	['use', 'show', 'engage', 'steal', 'outwit']	0.667921	3.668449	-0.88131726	5"
"Novica	['student']	['commit', 'close', 'bring', 'fit', 'harbour', 'confrontation', 'know', 'pass', 'sit', 'encourage', 'remain', 'report', 'tell', 'know', 'pressure', 'throw', 'spare', 'take', 'introduce', 'student', 'back', 'protagonist', 'skill', 'back', 'behaviour', 'receptive', 'student']	['student', 'back', 'protagonist', 'skill', 'back', 'behaviour', 'receptive']	['commit', 'close', 'bring', 'fit', 'harbour', 'confrontation', 'know', 'pass', 'sit', 'encourage', 'remain']	['report', 'tell', 'know', 'pressure', 'throw', 'spare', 'take', 'introduce']	-13.256961	-7.8174734	32.063377	13"
"Louise Marcus		['see', 'ask', 'explain', 'manage', 'return', 'reach', 'return', 'join', 'disappointment']	['disappointment']	['see', 'ask', 'explain', 'manage', 'return']	['reach', 'return', 'join']	-20.88538	-15.580626	-21.228443	32"
"Robby the Robot		['meet', 'meet', 'meet', 'meet', 'command', 'kill', 'build', 'command', 'kill', 'build']		['meet', 'meet', 'meet', 'meet']	['command', 'kill', 'build', 'command', 'kill', 'build']	28.388683	-25.991022	-2.4684362	4"
"Ajay		['try', 'find', 'unite', 'bring', 'tie', 'marry', 'named']	['named']	['try', 'find']	['unite', 'bring', 'tie', 'marry']	34.090076	8.722646	-5.0769486	12"
"Joe Wilson		['belong', 'escape', 'use', 'spell', 'see', 'brother']	['brother']	['belong', 'escape', 'use']	['spell', 'see']	25.307621	-17.052645	8.325701	50"
"Revathi		['name', 'name', 'meet', 'fall', 'believe', 'come', 'visit', 'fall', 'name', 'know', 'drop', 'wife', 'older', 'search', 'search', 'daughter']	['wife', 'older', 'search', 'search', 'daughter']	['name', 'name', 'meet', 'fall', 'believe', 'come']	['visit', 'fall', 'name', 'know', 'drop']	26.385883	10.268078	-12.849486	24"
"Gopalakrishnan		['need', 'drive', 'drop', 'think', 'visit', 'meet', 'affair', 'showroom']	['affair', 'showroom']	['need', 'drive', 'drop', 'think', 'visit']	['meet']	30.47989	-25.434935	-1.4360209	4"
"Saraswati Chandra's father		['decide', 'become', 'return', 'pay', 'write', 'cancel', 'raise', 'inform']		['decide', 'become', 'return', 'pay', 'write']	['cancel', 'raise', 'inform']	-19.668892	-12.210788	-20.159037	32"
"Frederick Loren		['invite', 'emerge', 'walk', 'shoot', 'shoot', 'guest', 'voice', 'real', 'wife', 'body']	['guest', 'voice', 'real', 'wife', 'body']	['invite', 'emerge', 'walk']	['shoot', 'shoot']	-3.0115435	3.210562	34.444275	20"
"Begum		['live', 'try', 'sadden', 'use', 'suffer', 'get', 'man', 'driver', 'beautiful', 'love', 'husband', 'story', 'driver']	['man', 'driver', 'beautiful', 'love', 'husband', 'story', 'driver']	['live', 'try', 'sadden', 'use', 'suffer']	['get']	-9.527972	-27.594448	-8.5184555	44"
"Chuck Browning	['reporter']	['explain', 'tell', 'leave', 'peel', 'arrange', 'return', 'slip', 'sneak', 'meet', 'choose', 'take', 'meet', 'invite', 'see', 'beset', 'overpower', 'visit', 'explore', 'review', 'suspicion', 'surviving', 'addition', 'clone', 'addition', 'reporter']	['suspicion', 'surviving', 'addition', 'clone', 'addition']	['explain', 'tell', 'leave', 'peel', 'arrange', 'return', 'slip', 'sneak', 'meet', 'choose']	['take', 'meet', 'invite', 'see', 'beset', 'overpower', 'visit', 'explore', 'review']	-32.192795	-14.119277	-5.1982675	2"
"Priya R. Jaisingh	['boss']	['commit', 'realize', 'fall', 'get', 'get', 'disclose', 'ready', 'take', 'impress', 'ceremony', 'father', 'boss']	['ceremony', 'father']	['commit', 'realize', 'fall', 'get', 'get', 'disclose', 'ready']	['take', 'impress']	5.7104626	38.64918	-10.645203	22"
"Archimedes the Owl		['travel', 'save', 'notice', 'save', 'room', 'owl']	['room', 'owl']	['travel', 'save', 'notice']	['save']	27.33292	-7.7964077	-19.670301	31"
"Arthur	['King', 'king']	['call', 'King', 'sit', 'return', 'feel', 'prove', 'call', 'King', 'sit', 'return', 'feel', 'prove', 'king', 'Hail', 'boy', 'father', 'named', 'king', 'Hail', 'boy', 'father', 'named', 'King', 'king']	['king', 'Hail', 'boy', 'father', 'named', 'king', 'Hail', 'boy', 'father', 'named']	['call', 'King', 'sit', 'return', 'feel', 'prove', 'call', 'King', 'sit', 'return', 'feel', 'prove']		30.944973	4.3763113	-28.952234	64"
"Lin Xiaoyue		['reveal', 'find', 'commit', 'tell', 'convince', 'track', 'husband']	['husband']	['reveal', 'find']	['commit', 'tell', 'convince', 'track']	9.254508	-12.989946	21.54008	15"
"Alan Newell	['student', 'psychiatrist']	['receive', 'receive', 'portray', 'portray', 'effort', 'student', 'effort', 'effort', 'student', 'effort', 'student', 'psychiatrist']	['effort', 'student', 'effort', 'effort', 'student', 'effort']	['receive', 'receive']	['portray', 'portray']	-15.952211	-11.8845825	24.958609	13"
"Bulbul	['novelist']	['fall', 'become', 'occupy', 'occupy', 'meet', 'novelist', 'novelist']	['novelist']	['fall', 'become', 'occupy', 'occupy']	['meet']	-22.490913	-27.122032	-10.941207	41"
"Dr. Miranda Grey	['Psychiatrist', 'psychiatrist']	['attribute', 'kill', 'send', 'cop', 'begin', 'come', 'realize', 'use', 'lose', 'wake', 'claim', 'walk', 'yell', 'point', 'walk', 'see', 'reveal', 'escape', 'back', 'attribute', 'kill', 'send', 'cop', 'begin', 'come', 'realize', 'use', 'lose', 'wake', 'claim', 'walk', 'yell', 'point', 'walk', 'see', 'reveal', 'escape', 'back', 'free', 'warn', 'remember', 'see', 'take', 'target', 'free', 'warn', 'remember', 'see', 'take', 'target', 'driving', 'body', 'talk', 'talk', 'room', 'patsy', 'closer', 'suicidal', 'driving', 'body', 'talk', 'talk', 'room', 'patsy', 'closer', 'suicidal', 'Psychiatrist', 'psychiatrist']	['driving', 'body', 'talk', 'talk', 'room', 'patsy', 'closer', 'suicidal', 'driving', 'body', 'talk', 'talk', 'room', 'patsy', 'closer', 'suicidal']	['attribute', 'kill', 'send', 'cop', 'begin', 'come', 'realize', 'use', 'lose', 'wake', 'claim', 'walk', 'yell', 'point', 'walk', 'see', 'reveal', 'escape', 'back', 'attribute', 'kill', 'send', 'cop', 'begin', 'come', 'realize', 'use', 'lose', 'wake', 'claim', 'walk', 'yell', 'point', 'walk', 'see', 'reveal', 'escape', 'back']	['free', 'warn', 'remember', 'see', 'take', 'target', 'free', 'warn', 'remember', 'see', 'take', 'target']	-34.881596	-11.265706	7.0219097	55"
"Jack Russell	['reporter']	['try', 'see', 'show', 'suspect', 'refuse', 'develop', 'tell', 'publish', 'give', 'reporter', 'reporter']	['reporter']	['try', 'see', 'show', 'suspect', 'refuse', 'develop', 'tell']	['publish', 'give']	-35.34489	-13.671227	-8.695653	2"
"Zao	['assistant']	['pursue', 'flee', 'talk', 'discover', 'trade', 'capture', 'capture', 'locate', 'kill', 'follow', 'release', 'face', 'Cuba', 'assistant']	['release', 'face', 'Cuba']	['pursue', 'flee', 'talk', 'discover', 'trade', 'capture', 'capture']	['locate', 'kill', 'follow']	-23.91148	12.918015	-21.013119	27"
"Miranda Frost	['assistant']	['encounter', 'arrive', 'kill', 'reveal', 'pursue', 'encounter', 'assistant']		['encounter', 'arrive']	['kill', 'reveal', 'pursue', 'encounter']	-22.252007	12.855946	-20.579515	27"
"Fred Moore	['owner']	['husband', 'hire', 'captivate', 'seduce', 'marry', 'jealous', 'owner', 'infidelity', 'owner']	['jealous', 'owner', 'infidelity']	['husband', 'hire']	['captivate', 'seduce', 'marry']	-4.360089	-2.8366036	-37.23435	17"
"Felix Happer		['opt', 'arrive', 'tell', 'like', 'locate', 'chief', 'buff']	['chief', 'buff']	['opt', 'arrive', 'tell', 'like']	['locate']	-25.473064	24.152872	2.8473651	45"
"Ray Jaffe		['kill', 'threaten', 'hear', 'shoot', 'find', 'reveal', 'drop', 'fall', 'argue', 'hear', 'climb', 'find', 'identify', 'go', 'kill', 'laugh', 'let', 'shoot', 'begin', 'say', 'climb', 'run', 'put', 'terrorize', 'kill', 'attract', 'answer', 'kill', 'ask', 'identify', 'argue', 'shoot', 'buddy', 'angry', 'leg', 'way', 'hand']	['buddy', 'angry', 'leg', 'way', 'hand']	['kill', 'threaten', 'hear', 'shoot', 'find', 'reveal', 'drop', 'fall', 'argue', 'hear', 'climb', 'find', 'identify', 'go', 'kill', 'laugh', 'let', 'shoot', 'begin', 'say', 'climb', 'run', 'put']	['terrorize', 'kill', 'attract', 'answer', 'kill', 'ask', 'identify', 'argue', 'shoot']	-8.211172	10.381712	7.1406865	5"
"Arun Choudhury	['businessman']	['support', 'move', 'meet', 'struggle', 'reconcile', 'change', 'become', 'keep', 'song', 'son', 'song', 'father', 'businessman']	['song', 'son', 'song', 'father']	['support', 'move', 'meet', 'struggle', 'reconcile', 'change', 'become']	['keep']	-5.402327	26.075518	-23.023602	49"
"Shrikanth Mathur	['businessman']	['live', 'Suffering', 'grieve', 'earn', 'recover', 'grandson', 'grandson', 'grandson', 'businessman', 'businessman']	['grandson', 'grandson', 'grandson', 'businessman']	['live', 'Suffering', 'grieve', 'earn']	['recover']	-8.842072	28.953176	-22.021175	49"
"Söfren		['make', 'head', 'finish', 'marry', 'devour', 'go', 'begin', 'hop', 'conclude', 'stand', 'go', 'sit', 'confront', 'put', 'carry', 'make', 'leave', 'reply', 'upset', 'call', 'rush', 'remove', 'remark', 'find', 'hesitate', 'suggest', 'obtain', 'take', 'learn', 'approach', 'invite', 'assure', 'ask', 'invite', 'confess', 'summon', 'arrive', 'trap', 'grow', 'prompt', 'tell', 'proposal', 'graduate', 'rival', 'fire', 'seat', 'big', 'older', 'choice']	['proposal', 'graduate', 'rival', 'fire', 'seat', 'big', 'older', 'choice']	['make', 'head', 'finish', 'marry', 'devour', 'go', 'begin', 'hop', 'conclude', 'stand', 'go', 'sit', 'confront', 'put', 'carry', 'make', 'leave', 'reply', 'upset', 'call', 'rush', 'remove', 'remark', 'find', 'hesitate', 'suggest', 'obtain', 'take', 'learn']	['approach', 'invite', 'assure', 'ask', 'invite', 'confess', 'summon', 'arrive', 'trap', 'grow', 'prompt', 'tell']	0.5111091	4.411516	-3.0210967	5"
"Margarete Pedersdotter		['confess', 'enter', 'take', 'marry', 'go', 'suggest', 'spend', 'assure', 'advise', 'confront', 'climb', 'sit', 'come', 'assent', 'arrive', 'invite', 'appear', 'choose', 'sew', 'follow', 'call', 'bewitch', 'approach', 'ask', 'mention', 'take', 'wait', 'confront', 'sit', 'bury', 'trap', 'servant', 'warning', 'warning', 'fond', 'older', 'fond']	['servant', 'warning', 'warning', 'fond', 'older', 'fond']	['confess', 'enter', 'take', 'marry', 'go', 'suggest', 'spend', 'assure', 'advise', 'confront', 'climb', 'sit', 'come', 'assent', 'arrive', 'invite', 'appear', 'choose', 'sew', 'follow', 'call', 'bewitch', 'approach', 'ask', 'mention', 'take']	['wait', 'confront', 'sit', 'bury', 'trap']	-5.1162043	0.30780366	-4.67508	5"
"Kamal Khan		['smuggle', 'rescue', 'flee', 'work', 'betray', 'follow', 'supply', 'meet', 'defeat', 'force', 'rescue', 'pay', 'palace', 'killing', 'associate', 'assassin', 'pair']	['palace', 'killing', 'associate', 'assassin', 'pair']	['smuggle', 'rescue', 'flee', 'work', 'betray']	['follow', 'supply', 'meet', 'defeat', 'force', 'rescue', 'pay']	21.000458	-3.7874277	-15.28467	53"
"Octopussy	['owner']	['return', 'realise', 'recuperate', 'capture', 'convince', 'rescue', 'recuperate', 'troupe', 'palace', 'owner', 'owner']	['troupe', 'palace', 'owner']	['return', 'realise', 'recuperate']	['capture', 'convince', 'rescue', 'recuperate']	-7.1912813	-2.191421	-35.442448	17"
"Tony		['climb', 'follow', 'fall', 'get', 'stagger', 'leave', 'rescue', 'nephew']	['nephew']	['climb', 'follow', 'fall', 'get', 'stagger']	['leave', 'rescue']	28.299795	-3.2536154	-15.283091	53"
"Jacey Jeffries	['student', 'student', 'student']	['attend', 'pass', 'announce', 'return', 'advocate', 'make', 'attempt', 'leave', 'feel', 'lie', 'mother', 'give', 'change', 'work', 'give', 'decide', 'understand', 'attend', 'pass', 'announce', 'return', 'advocate', 'make', 'attempt', 'leave', 'feel', 'lie', 'mother', 'give', 'change', 'work', 'give', 'decide', 'understand', 'attend', 'pass', 'announce', 'return', 'advocate', 'make', 'attempt', 'leave', 'feel', 'lie', 'mother', 'give', 'change', 'work', 'give', 'decide', 'understand', 'convince', 'see', 'call', 'give', 'allow', 'believe', 'finish', 'join', 'convince', 'see', 'call', 'give', 'allow', 'believe', 'finish', 'join', 'convince', 'see', 'call', 'give', 'allow', 'believe', 'finish', 'join', 'interest', 'opinion', 'house', 'comment', 'interest', 'mommy', 'interest', 'opinion', 'house', 'comment', 'interest', 'mommy', 'interest', 'opinion', 'house', 'comment', 'interest', 'mommy', 'student', 'student', 'student']	['interest', 'opinion', 'house', 'comment', 'interest', 'mommy', 'interest', 'opinion', 'house', 'comment', 'interest', 'mommy', 'interest', 'opinion', 'house', 'comment', 'interest', 'mommy']	['attend', 'pass', 'announce', 'return', 'advocate', 'make', 'attempt', 'leave', 'feel', 'lie', 'mother', 'give', 'change', 'work', 'give', 'decide', 'understand', 'attend', 'pass', 'announce', 'return', 'advocate', 'make', 'attempt', 'leave', 'feel', 'lie', 'mother', 'give', 'change', 'work', 'give', 'decide', 'understand', 'attend', 'pass', 'announce', 'return', 'advocate', 'make', 'attempt', 'leave', 'feel', 'lie', 'mother', 'give', 'change', 'work', 'give', 'decide', 'understand']	['convince', 'see', 'call', 'give', 'allow', 'believe', 'finish', 'join', 'convince', 'see', 'call', 'give', 'allow', 'believe', 'finish', 'join', 'convince', 'see', 'call', 'give', 'allow', 'believe', 'finish', 'join']	-13.041399	-8.243416	28.958506	13"
"Donna Cooper	['teacher']	['turn', 'ask', 'see', 'receive', 'advocate', 'conceive', 'devastate', 'unable', 'teacher']	['unable']	['turn', 'ask', 'see', 'receive', 'advocate']	['conceive', 'devastate']	-7.437825	-24.338837	18.747568	18"
"Simon Kestral	['physicist']	['feel', 'decide', 'find', 'die', 'meet', 'start', 'experiment', 'experiment', 'bungalow', 'physicist']	['experiment', 'experiment', 'bungalow']	['feel', 'decide', 'find', 'die']	['meet', 'start']	-29.838598	0.34735182	17.023083	3"
"Julie Kestral		['miss', 'intend', 'drive', 'hear', 'try', 'decide', 'drive', 'tell', 'live', 'warm', 'take', 'drive', 'confront', 'confront', 'mistaken', 'wife', 'car']	['mistaken', 'wife', 'car']	['miss', 'intend', 'drive', 'hear', 'try', 'decide', 'drive']	['tell', 'live', 'warm', 'take', 'drive', 'confront', 'confront']	13.913966	15.626894	-16.515917	56"
"Cole Harden	['actress']	['claim', 'send', 'dare', 'wait', 'carry', 'see', 'try', 'meet', 'like', 'return', 'shoot', 'arrest', 'know', 'appeal', 'contention', 'conviction', 'bold', 'drifter', 'actress']	['contention', 'conviction', 'bold', 'drifter']	['claim', 'send', 'dare', 'wait', 'carry', 'see', 'try']	['meet', 'like', 'return', 'shoot', 'arrest', 'know', 'appeal']	4.929773	-39.115166	-7.5874767	1"
"Danny Vinyard		['smile', 'finish', 'narrate', 'attend', 'use', 'agree', 'confront', 'note', 'inform', 'try', 'watch', 'walk', 'ask', 'shoot', 'tell', 'report', 'write', 'involvement', 'teacher', 'paper', 'change', 'shocked', 'change']	['involvement', 'teacher', 'paper', 'change', 'shocked', 'change']	['smile', 'finish', 'narrate', 'attend', 'use', 'agree', 'confront', 'note', 'inform', 'try', 'watch']	['walk', 'ask', 'shoot', 'tell', 'report', 'write']	0.46101993	-6.979221	-4.8863807	5"
"Cameron Alexander	['leader']	['insult', 'provoke', 'attack', 'hospitalize', 'leader']		['insult', 'provoke']	['attack', 'hospitalize']	-11.752547	10.240694	28.713543	9"
"Murray	['teacher']	['throw', 'convince', 'give', 'boyfriend', 'teacher', 'class', 'teacher']	['boyfriend', 'teacher', 'class']		['throw', 'convince', 'give']	-5.0478544	-27.23481	23.019545	18"
"Todd Gaines	['dealer']	['realize', 'live', 'come', 'talk', 'leave', 'offer', 'leave', 'see', 'hand', 'gun', 'hand', 'lot', 'lot', 'building', 'card', 'dealer']	['hand', 'gun', 'hand', 'lot', 'lot', 'building', 'card']	['realize', 'live', 'come', 'talk', 'leave', 'offer']	['leave', 'see']	-2.8697543	7.6679115	-38.748375	57"
"Simon Baines	['dealer']	['back', 'leave', 'order', 'walk', 'shoot', 'crash', 'hold', 'make', 'buy', 'forget', 'go', 'find', 'shoot', 'buy', 'leave', 'shift', 'Gaines', 'address', 'dealer', 'dealer']	['shift', 'Gaines', 'address', 'dealer']	['back', 'leave', 'order', 'walk', 'shoot', 'crash', 'hold', 'make', 'buy', 'forget', 'go', 'find']	['shoot', 'buy', 'leave']	-3.0571394	8.326667	-40.38428	57"
"Marcus		['leave', 'flee', 'go', 'think', 'leave', 'friend']	['friend']	['leave', 'flee', 'go']	['think', 'leave']	1.0035244	-18.998175	24.760422	42"
"Burke	['police detective']	['make', 'press', 'invite', 'work', 'house', 'detective', 'behavior', 'wife', 'police detective']	['house', 'detective', 'behavior', 'wife']	['make', 'press', 'invite', 'work']		22.980352	-0.29706305	29.164225	6"
"Jayesh Thakur		['get', 'join', 'get', 'go', 'outrage', 'join', 'find', 'choose', 'girlfriend', 'wife', 'arrival']	['girlfriend', 'wife', 'arrival']	['get', 'join', 'get', 'go', 'outrage', 'join']	['find', 'choose']	-0.06935144	-4.647357	-9.668256	5"
"Parikshit 'Pari		['go', 'fall', 'find', 'discuss', 'wife', 'cousin', 'friend']	['wife', 'cousin', 'friend']	['go', 'fall']	['find', 'discuss']	6.290407	-21.392704	-20.951859	51"
"Sally Bowles	['artist']	['find', 'tell', 'try', 'befriend', 'reveal', 'suspect', 'make', 'conclude', 'continue', 'tell', 'seduce', 'hint', 'life', 'house', 'Later', 'artist']	['life', 'house', 'Later']	['find', 'tell', 'try', 'befriend', 'reveal', 'suspect', 'make', 'conclude', 'continue']	['tell', 'seduce', 'hint']	-8.907751	-32.80191	8.576882	0"
"Karan	['police officer']	['fall', 'take', 'give', 'story', 'officer', 'story', 'police officer']	['story', 'officer', 'story']	['fall', 'take']	['give']	15.884037	5.2467327	33.08711	28"
"Asha	['journalist', 'owner']	['journalist', 'try', 'journalist', 'try', 'help', 'help', 'owner', 'owner', 'journalist', 'owner']	['owner', 'owner']	['journalist', 'try', 'journalist', 'try']	['help', 'help']	-8.932354	-0.82657784	-35.779476	17"
"Chester Kent	['director']	['replace', 'lock', 'fall', 'depend', 'partner', 'director']	['partner']	['replace', 'lock', 'fall', 'depend']		-2.8197389	-32.94749	-23.909674	40"
"Earl Pilcher Jr.		['leave', 'overhear', 'explain', 'need', 'get', 'learn', 'refuse', 'apologize', 'drive', 'take', 'use', 'begin', 'ready', 'wander', 'give', 'meet', 'speak', 'throw', 'decide', 'accept', 'welcome', 'bear', 'survey', 'stay', 'take', 'take', 'welcome', 'sit', 'come', 'tell', 'go', 'raise', 'find', 'nephew', 'father', 'mother', 'pocket', 'aunt', 'life', 'excursion', 'presence', 'stay', 'word', 'buddy']	['nephew', 'father', 'mother', 'pocket', 'aunt', 'life', 'excursion', 'presence', 'stay', 'word', 'buddy']	['leave', 'overhear', 'explain', 'need', 'get', 'learn', 'refuse', 'apologize', 'drive', 'take', 'use', 'begin', 'ready', 'wander', 'give', 'meet', 'speak', 'throw', 'decide']	['accept', 'welcome', 'bear', 'survey', 'stay', 'take', 'take', 'welcome', 'sit', 'come', 'tell', 'go', 'raise', 'find']	-3.5904965	1.6149943	-4.4083977	5"
"Brewster Baker	['sheriff', 'driver']	['rescue', 'discover', 'take', 'rescue', 'discover', 'take', 'break', 'break', 'breaking', 'breaking', 'exiting', 'speeding', 'larceny', 'arrest', 'breaking', 'breaking', 'exiting', 'speeding', 'larceny', 'arrest', 'sheriff', 'driver']	['breaking', 'breaking', 'exiting', 'speeding', 'larceny', 'arrest', 'breaking', 'breaking', 'exiting', 'speeding', 'larceny', 'arrest']	['rescue', 'discover', 'take', 'rescue', 'discover', 'take']	['break', 'break']	34.94065	2.4248695	-10.815404	8"
"Lt. Barney Greenwald	['Lieutenant', 'author']	['appear', 'clear', 'turn', 'accept', 'appear', 'clear', 'turn', 'accept', 'drunken', 'cross-examination', 'drunken', 'cross-examination', 'Lieutenant', 'author']	['drunken', 'cross-examination', 'drunken', 'cross-examination']	['appear', 'clear', 'turn', 'accept', 'appear', 'clear', 'turn', 'accept']		-19.384167	-22.415401	-9.43362	41"
"Sébastien		['return', 'navigate', 'help', 'effort', 'effort']	['effort', 'effort']	['return']	['navigate', 'help']	-19.713308	-13.85899	-23.681025	32"
"SSgt. Brandon King	['Staff Sergeant']	['suggest', 'visit', 'call', 'come', 'end', 'arrive', 'drive', 'refuse', 'decide', 'return', 'visit', 'abandon', 'return', 'take', 'tell', 'take', 'help', 'busload', 'command', 'refusal', 'mother', 'Staff Sergeant']	['busload', 'command', 'refusal', 'mother']	['suggest', 'visit', 'call', 'come', 'end', 'arrive', 'drive', 'refuse', 'decide', 'return']	['visit', 'abandon', 'return', 'take', 'tell', 'take', 'help']	-19.813536	-11.990916	-26.850399	32"
"Tommy Burgess		['drive', 'commit', 'propel', 'shoot', 'member', 'saving', 'grave', 'depressed', 'rocket']	['member', 'saving', 'grave', 'depressed', 'rocket']	['drive', 'commit', 'propel', 'shoot']		37.87189	1.3500041	-8.104194	65"
"Michael Colson	['Preacher']	['encounter', 'kill', 'soldier', 'one', 'Preacher']	['soldier', 'one']	['encounter', 'kill']		6.0600677	16.013355	31.405209	29"
"Jenny Gifford	['Colonel']	['toss', 'beat', 'fight', 'point', 'tell', 'attempt', 'choose', 'lead', 'warn', 'form', 'report', 'warn', 'apologize', 'show', 'take', 'leave', 'execute', 'become', 'make', 'accuse', 'tell', 'task', 'imprison', 'send', 'subdue', 'reduce', 'beat', 'summon', 'unit', 'first', 'wealth', 'company', 'record', 'unit', 'Colonel', 'survivor', 'Colonel']	['unit', 'first', 'wealth', 'company', 'record', 'unit', 'Colonel', 'survivor']	['toss', 'beat', 'fight', 'point', 'tell', 'attempt', 'choose', 'lead', 'warn', 'form', 'report', 'warn', 'apologize', 'show', 'take', 'leave', 'execute', 'become', 'make']	['accuse', 'tell', 'task', 'imprison', 'send', 'subdue', 'reduce', 'beat', 'summon']	8.0721035	9.925734	3.0229325	5"
"Tom Daley	['drifter', 'principal', 'chairman']	['become', 'meet', 'brother', 'brother', 'drifter', 'principal', 'chairman']	['brother', 'brother']	['become', 'meet']		25.1223	-22.119492	6.62757	50"
"Mad Max		['shoot', 'deport', 'take', 'shoot', 'head']	['head']	['shoot', 'deport']	['take', 'shoot']	-3.9567282	5.228307	32.760704	20"
"Mrs. Aarti Gupta		['kill', 'decide', 'visit', 'deepen', 'take', 'kill', 'assist', 'bungalow', 'wife', 'intense', 'alone']	['bungalow', 'wife', 'intense', 'alone']	['kill', 'decide', 'visit']	['deepen', 'take', 'kill', 'assist']	-22.733814	-15.838963	4.229458	46"
"R. Aditya	['student']	['join', 'serve', 'live', 'win', 'murder', 'show', 'father', 'criminal', 'student']	['father', 'criminal']	['join', 'serve', 'live', 'win', 'murder']	['show']	-14.664608	-9.766766	34.160213	13"
"Bobby Sands		['swing', 'tell', 'lie', 'speak', 'try', 'die', 'respond', 'choose', 'resist', 'stand', 'show', 'show', 'elect', 'action', 'hair', 'knuckle', 'condition', 'parent']	['action', 'hair', 'knuckle', 'condition', 'parent']	['swing', 'tell', 'lie', 'speak', 'try', 'die', 'respond', 'choose']	['resist', 'stand', 'show', 'show', 'elect']	-5.6177697	-1.6986872	13.591691	48"
"Inspector Kamal Kimtilal		['bring', 'deny', 'say', 'find', 'fancy', 'discover', 'ask', 'bear', 'make', 'marry', 'reach', 'apartment', 'life', 'apartment', 'boy']	['apartment', 'life', 'apartment', 'boy']	['bring', 'deny', 'say', 'find', 'fancy', 'discover', 'ask']	['bear', 'make', 'marry', 'reach']	-17.8124	13.8036375	-9.355243	37"
"M. Bison	['General']	['give', 'reveal', 'escape', 'capture', 'use', 'disable', 'trap', 'detect', 'declare', 'learn', 'crash', 'plan', 'fight', 'operate', 'take', 'capture', 'announce', 'break', 'leave', 'work', 'hold', 'use', 'use', 'kill', 'kick', 'turn', 'use', 'fight', 'bring', 'find', 'hide', 'face', 'hit', 'leave', 'take', 'heart', 'expert', 'camp', 'named', 'trust', 'signal', 'headquarters', 'money', 'scheme', 'fist', 'surprised', 'revenge', 'cache', 'defense', 'system', 'quarter', 'Dollars', 'lair', 'search', 'search', 'headquarters', 'secretary', 'son', 'henchman', 'origin', 'comrade', 'General']	['heart', 'expert', 'camp', 'named', 'trust', 'signal', 'headquarters', 'money', 'scheme', 'fist', 'surprised', 'revenge', 'cache', 'defense', 'system', 'quarter', 'Dollars', 'lair', 'search', 'search', 'headquarters', 'secretary', 'son', 'henchman', 'origin', 'comrade']	['give', 'reveal', 'escape', 'capture', 'use', 'disable', 'trap', 'detect', 'declare', 'learn', 'crash', 'plan', 'fight', 'operate', 'take', 'capture', 'announce', 'break', 'leave', 'work', 'hold', 'use', 'use']	['kill', 'kick', 'turn', 'use', 'fight', 'bring', 'find', 'hide', 'face', 'hit', 'leave', 'take']	3.3313959	9.63843	-2.9520786	5"
"Dhalsim	['scientist']	['learn', 'persuade', 'decide', 'intervene', 'learn', 'sabotage', 'escape', 'persuade', 'scientist', 'scientist']	['scientist']	['learn', 'persuade', 'decide', 'intervene']	['learn', 'sabotage', 'escape', 'persuade']	-34.0569	4.055872	17.907616	3"
"Sagat	['leader']	['sell', 'kill', 'defeat', 'recovered', 'grudge', 'men', 'gang', 'passage', 'leader']	['recovered', 'grudge', 'men', 'gang', 'passage']	['sell']	['kill', 'defeat']	-18.832771	15.400879	26.654993	9"
